,idx,class,conversation
444,444,갈취 대화,"조용히 하고 돈을 주면 목숨을 살려줄게.
아! 왜 이러는 거야!
이 애도 듣지 않아. 칼에 찔리고 싶어?
가방을 열어.
내가 가진 돈을 다 줄게. 목숨을 살려줄게.
그러니까 빨리 열어. 경찰이 오기 전에.
그게 다야.
우리가 멍청하다고 생각해? 주머니를 열고 옷을 벗어.
야, 이 애가 여기 숨겼어.
여권 없어. 돌려줘."
445,445,갈취 대화,"좋아해? 일로와
아, 뭐가 문제야?
아니, 이리 와서 봐. 쯧.
진짜 이럴 수 없어.
아니, 뭐가 문제야? 이리 와. 형이 궁금해.
아빠가 돌아가시기 전에 주신 거야.
왜 다 똑같은 레퍼토리야? 기념품이야. 소중해. 말도 안 돼. 시계 벗어.
형, 지금 만 원 있으니까 이거 줄게. 그 시계 진짜 안 좋아.
돌려주지 않을 거야? 알았어. 가만히 있어. 손목 잘라버릴 거야.
하.
야, 이거 입기 불편해. 야, 나가."
446,446,갈취 대화,"안녕하세요? 000 씨 맞나요?
네, 맞아요.
당신 아들은 000이 맞죠? 00 초등학교에 다닙니다.
당신은 누구세요?
저는 당신 아들과 함께 있는데 돈이 필요합니다.
당신은 누구세요? 어디에 계신가요? 경찰에 신고하겠습니다.
그건 모르겠지만 돈을 입금하는 대로 보내드리겠습니다.
얼마가 필요하세요? 당신 아들의 목소리를 들려주세요.
입금 000만원.
네."
447,447,협박 대화,"야, 지금 당장 남자친구랑 헤어져
왜 나야? 나한테 두 번이나 꼬셔댄 건 너잖아
헤어지지 않으면 너네 집에 가서 문을 부수겠어
내 집이 어딘지 어떻게 알아?
내가 다 조사했어
헤어질 거면 헤어져
정말 너네 집에 가서 죽일 거야, 그러니까 해
뭐라고 했어? 어떻게 내 개인 정보를 훔쳤어
그냥 헤어져
정말 화가 났어, 왜 소란을 피우니?"
448,448,협박 대화,"형, 내가 좋아하는 여자랑 사귀는 게 어떻게 가능해?
정말 몰랐어, 미안해.
거짓말하지 마. 너랑 정말 많이 이야기했어. 어떻게 몰랐어?
예진이는 꿈에도 생각 못했어.
나한테는 그냥 변명과 거짓말로 들리잖아.
아니, 진짜, 믿어.
그만해. 널 친구로 생각하지 않아. 나중에 무슨 일이 일어나든 네가 처리해야 해.
왜 이러는 거야?
너 때문에 이렇게 됐어.
그럼 뭘 할 거야?
네가 예진이랑 행복해하는 걸 볼 수 없어서 죽여야 해.
미쳤어? 왜 여자 때문에 사람을 죽여?
정말 예진이를 사랑했어. 그러니까 그녀가 나한테 그렇게 중요한 거겠지.
정신 차려, 자기야. 예진이랑 헤어질 거야.
너무 늦었어. 너를 죽일 거야. 독을 먹이든 칼로 찔러서든.
정말 미쳤어. 그만해. 그냥 기다려서 무슨 일이 일어나는지 보세요."
449,449,갈취 대화,"이 새끼야, 빨리 돈 줘
기다려라고 했잖아, 돈 주는 게 그렇게 쉬운 줄
알아 경찰 부르려고 시간 벌려는 거 알잖아
그럼 뭐할 거야?
죽여야 돼. 빨리 돈 줘!
날 죽이면 범죄가 늘어나서 돈 잃을 거야
이 새끼야
고문해도 돈 안 줄 거야
뭐야!
어차피 날 죽일 ​​거야
정말 이 세상에서 내 흔적을 다 지울 거야? 어디서 왔어?"
450,450,직장 내 괴롭힘 대화,"선영아, 오늘 저녁에 계획 있어?
아니, 아니.
좋아. 그럼 여기서 회의록 써. 급한 일이 있어서.
허? 그게 매니저 일이 아니냐?
알았어. 하지만 오늘은 급한 일이 있어서 못 하겠어. 부탁해.
이게 옳지 않다고 생각해, 매니저.
뭐가 문제야? 맛있는 거 사달라고 부탁해도 돼?
아니, 그건 매니저 일이야.
그러니까 도와달라고 부탁한 다음에 출근하라고 하는 거야?
그래도 이게 옳지 않다고 생각해, 매니저."
451,451,기타 괴롭힘 대화,"이게 수학 숙제야?
응, 그렇지
진짜? 내가 한 게 아니지만, 우리 책을 바꾸고 싶어?
왜 나야?
아니, 좋은 친구는 뭐야? 도와줘
아니
수학 선생님이 널 좋아해
하지만 그게 옳지 않아
뭐가 문제야? 수학 선생님이 널 너무 좋아하는데, 이거 하나만 바꿀 수 없니?
그러지 마.
알겠지, 애들아? 그러지 마. 네가 그렇게 하는 데 뭐가 문제야?
. 책을 바꾸고 싶지 않다면, 수학 수업 전에 이걸 적어."
452,452,협박 대화,"봤다고 했어?
뭐라고?
지수 지갑 만졌어.
아니. 그거.
담임 선생님이 그러셨어?
비밀로 하겠다고 했어.
그러니까 멍청하게 했다고? 내가 잘못 봤다고.

입 조심해. 식당에서 우유 한 통을 입에 넣기 전에.
미안해. 하지만 그건 네 잘못이야.
옳은 말을 하면 머리가 깨질 수도 있어."
453,453,협박 대화,"이번 학기 기말고사에서 전교 1등을 해야 한다고 했잖아. 이 성적은 뭐야?
엄마, 뭔가 잘못했어.
과외랑 학원 다 빼먹었어. 뭐하냐?
최선을 다했는데 실수한 것 같아.
그러지 않으면 내 휴대전화를 빼앗을 거라고 하지 않았어?
실수했어.
내일 영어 실수하면 눈썹 깎는 법 배우러 갈게!
알겠어.
알았으면 공부해! 머리 깎기 싫으면
알았어."
454,454,직장 내 괴롭힘 대화,"오늘 휴가를 간다.
왜 휴가를 가? 무슨 소용이야?
내일 할 일이 있어.
휴가를 가야 하지 않아?
와, 멍청아. 그럼 벌써 직장이 있는 거야?
그렇게 많이 일하지 않으면 휴가를 갈 만큼 피곤할 거야.
그때는 휴가를 간다고도 말할 수 없었어.
그리고 그들은 내게 말했어.
학년말 평가 성적을 기다려.
그러니까 가혹한 말은 하지 않도록 조심해."
455,455,갈취 대화,"야, 어디 가?
응?
이 자매들이 지금 담배를 갈구하고 있어. 지갑 줄래?
학교에 가야 해.
아니, 이 자매들이 지금 담배 안 피우면 죽을 거야.
늦었으니까 서둘러야 해.
야, 지금 죽어가고 있어. 지갑 줄래?
줘.
야, 너 때문에 담배 못 피워. 네가 가진 전부 다 줘.
줘, 부탁해."
456,456,기타 괴롭힘 대화,"태어날 때부터 휠체어를 탔어?
아니요.
그럼? 사고를 당했어?
저는 어렸을 때 교통사고를 당했어요.
정말 불편할 거예요. 제가 당신이었다면 살고 싶지 않을 것 같아요.
무슨 소리야?
맞아요. 저는 스스로 일어날 수도 없어요. 당신은 스스로 뭘 할 수 있어요?
그만해. 저도 많은 걸 할 수 있어요.
할 수 있다면 일어나.
으악."
457,457,협박 대화,"뛰어내려.
그러지 마.
이 세상에 너 같은 외톨이는 필요 없어. 돈도 없으면서 아무것도 못 해. 왜 살아?
미안해.
뭐가 미안해? 그냥 죽어. 죽어. 빨리 죽어. 네 얼굴을 보면 토하고 싶어.
내가 틀렸어. 다시는 그러지 않을 거야.
그냥 떨어져서 깨끗이 죽어. 네가 죽으면 네 가족은 행복하지 않을까? 너 덕분에 다 괜찮다고 하지 않을까?
아니, 그렇지 않을 거야.
그걸 믿어? 네 편은 아무도 없어. 너 같은 사람들은 평생 외톨이처럼 맞고, 찢어지고, 죽임을 당할 거야. 지금 죽는 게 더 쉬울 거야. 알았어. 빨리.
아니."
458,458,협박 대화,"아니, 나무가 계속 울타리를 넘어 내 집까지 왔어요.
아, 미안해요. 가지치기 하려고 했다고 했죠.
항상 미안하다고 하지 마세요. 나무가 별로 안 좋아요!
아, 미안해요. 정말이에요. 하지만 나무가 조금 가지를 뻗을 수 없나요?
뭐요?
그렇게 많이 가지를 뻗지 않는 것 같으니까 이해해 주세요.
왜 이해해야 하죠? 계속 그러면 가위로 가지를 잘라버릴 거예요.
허? 왜 그렇게 강압적이에요?
당신이 행동하지 않으니까, 나는 극단적으로 가야 할 거예요. 나무처럼 잘려나가고 싶지 않다면 조심하세요!
야, 진정하세요, 선생님!"
459,459,기타 괴롭힘 대화,"뭐하는 거야?
내가 뭐했는데?
지금 날 만지고 있어?
누가 만졌어!? 지하철에 사람이 너무 많아서 계속 밀려서 어쩔 수가 없어.
그렇게 나쁘지 않아.
아, 이 여자가 사람들을 가해자로 만들고 있어.
사람이 많은데도 계속 날 밀어.
믿을 수가 없어. 사람들이 날 밀어서 힘을 써야 하거든.
그거 다르잖아. 너무 불쾌해.
와, 살아있는 사람을 죽이고 있어. 미친 거야? 예쁘지도 않아. 너 같은 몸을 만지는 게 눈먼 거야?"
460,460,기타 괴롭힘 대화,"아야! 뭐야?
야, 저 사람 봐. 봤겠지.
야! 이수아!
허? 네가 나한테 그랬어? 내 간이 부었어.
뭐? 이건 분명히 범죄야. 알겠어?
왜 이게 범죄야? 이런 거 좋아하잖아? 내가 집에서 혼자 볼 거라고 생각해서 보내준 거야?
왜 내가 이런 거 좋아할까! 흠.
우리가 남자 미치도록 좋아한다는 걸 몰라? 넌 항상 이런 거 혼자 봐. 왜 장르가 달라? 좀 더 야한 거 보내줘?
그러지 마. 부탁이야. 학생회에 말할게.
말해, 지금 내 편이야? 애들 다 내 편인데, 너만 내 편이 되는 거야?"
461,461,직장 내 괴롭힘 대화,"야 너, 여기 와
너야?
그럼 누구야? 빨리 와
왜 이러는 거야? 매니저
실수하지 말라고 하지 않았어? 이렇게 하는 데 뭔가 부족한 게 있어?
아니, 미안해
제대로 하라고 하지 않았어?
응
너, 내가 오고 가라고 하면 아무것도 안 보여?
미안해"
462,462,직장 내 괴롭힘 대화,"지수야, 퇴근하고 팀 회식할까? 다들 괜찮다고 했어.
허?아.미안해.오늘 계획이 있어.
뭐?지수야, 너무한 거 아니야?모두 지수 환영 파티를 위해 시간을 내기로 했어.
아, 미리 말했어야 했어.정말 미안해.오늘 시골에 가야 해.
뭐?농담이야?내일 첫차 타고 주인공 없이 갈 수 있어.
정말 미안해.매니저, 정말 안 될 것 같아.
지수, 출근하자마자 직장에서 따돌림 당하고 싶어?
아니.그게 아니야.정말 나만의 사정이 있어.
지수야, 지수야, 넌 막내인데 어떻게 막내랑 대등할 수 있어?그건 절대 안 돼, 지수야, 바꿔.
정말 미안해.오늘은 엄마 생일인데 내려가야 할 것 같아."
463,463,협박 대화,"야. 야, 듣고 있니? 듣고 있니?
. 듣고 있어.
내 말을 들어야 해, 미친 놈아. 지금부터 잘 들어, 알았지? 알았지?
왜 나한테 이러는 거야?
먼저 내 시야에서 도망쳤잖아. 또 도망가.
. 뭐가 일어날까?
뭐가 일어날까? 네가 더 이상 도망갈 수 없게 네 팔과 다리를 갈라놓을 거야.
너. 미친 놈아.
야, 미친 놈아. 그래서 이렇게 수갑을 채우는 거야.
지금 당장 벗어!!"
464,464,직장 내 괴롭힘 대화,"우리 신입이 이 대회에서 1등을 했습니다.
축하합니다.
감사합니다.
그런 의미에서 오늘은 신입이 우리를 대접할 겁니다.
네? 저는 전에 그런 적이 없어요, 사장님?
이런 날은 신입이 보통 그러죠. 한우를 기대하겠습니다.
아니요. 사장님, 이건 좀 이상하네요.
뭐라고 하셨죠? 사장님이 뭔가 말씀하셨으니까, 침 뱉고 기분 나쁘게 하지 마세요. 어렸을 때는 그게 정상이라고 생각했어요.
사장님, 선택권을 주세요.
우리 신입이 여기 온 지 얼마나 됐어요? 돌아가고 싶어요?
그런 뜻이 아니었어요. 그냥 ""내 의견을 물어보지 왜 안 물어보세요?""라고 말했을 뿐이에요.

내 의견을 물어보세요? 그럼 생각이 있으시군요. 한우를 기대하겠습니다. 우리 팀에서 가장 어린 막내입니다.
아. 사장님, 제가 사드릴 수 없을 것 같아요."
465,465,직장 내 괴롭힘 대화,"원장님 뭐하셔요?
저는요?
다른 병원 소문 퍼뜨리는 건 당신이잖아요.
저는요? 갑자기 이런 말을 하는 근거는 뭐예요?
불공평한 일과 다른 직장으로 전근한다고 했는데 다른 병원에 저를 험담하는 걸 알게 됐어요.
김 선생님, 사회가 그렇게 쉽고 간단하다고 생각하셨어요?

사회가 쉽고 간단하지 않아요. 불공평한 부분만 지적했을 뿐이에요.
아니, 그렇게 살면 다른 곳에서 받아들여질 거라고 생각하셨어요? 쯧쯧.
환자를 과잉 진료하고 직원을 부당하게 차별하는 게 잘못이 아니라고 말씀하시는 거예요?
실례합니다. 김 선생님, 증거가 있나요? 가져와서 말씀하세요. 이건 분명히 과실이에요. 그러니 사회에서 더 나은 삶을 살아야 해요."
466,466,직장 내 괴롭힘 대화,"김마리, 내일 제출해야 할 서류를 오늘 밤까지 제출해.
부장님, 오늘은 제 엄마 생신이에요. 좀 어려울 수도 있어요.
제가 회사에서 김마리의 사생활을 돌봐야 하나요?
김마리, 이런 건 처음 보죠? 오늘이 당신 엄마 생신이에요? 회사를 놀이터로 생각하세요? 그냥 사표를 내고 나가세요.
이렇게 정신이 약한 당신은 어떤 회사 생활을 하려고요?
죄송합니다.
김마리, 윤 부장님의 모범을 따라 회사와 사회생활에서 잘하세요. 당신과 김마리는 세상이 달라요.
다 사장님 덕분이에요. 제가 항상 당신을 존경한다는 걸 알고 계신가요?
김마리, 왜 그냥 멍하니 서 있어요? 오늘까지 빨리 제출하세요. 이게 무슨 생일이에요? 정말 너무 힘들어요.
알겠어요."
467,467,기타 괴롭힘 대화,"내 여자친구가 좋다고 했어?
와, 그 오타쿠가 그런 말을 했네? 진짜 웃기네.
내가 누군가를 좋아하든 안 좋아하든 상관없어.
정말 웃기네. 내 여자친구도 화가 났어. 너 같은 사람을 좋아해서.
나도 그럴 거야. 으악, 소름 돋네.
지금 당장 토하는 걸 참아.
으악, 으악, 오늘 점심으로 먹은 걸 토할 것 같아.
. 알겠어. 미안해.
알겠어? 네 자리를 알아, 패배자야.
지금부터 조심해. 날 귀찮게 하지 마."
468,468,직장 내 괴롭힘 대화,"미나, 주말 계획 있어?
아니, 없어.
정말? 좋아. 그럼 주말에 사무실에 와서 보고서를 써.
허? 무슨 소리야?
아니. 주말에 할 일이 있어서 해야 할 것 같은데, 보고서를 못 써.
허? 하지만 주말에 할 일이 또 있어. 힘들 거야.
뭐라고? 나한테 하라고 하는 거야?
하지만 이건 좀 이상해.
뭐라고? 넌 그렇게 사무실에 안 가. 농담하는 거 아니야?
농담 아니야. 미안해."
469,469,협박 대화,"안녕하세요, 아가씨, 괜찮으세요?
죄송합니다, 선생님.
저는 여기 단골입니다. 사장님은 어디에 계신가요?
선생님, 이건 본사에서 내린 명령이라 제가 할 수 있는 게 없습니다.
알겠습니다, 바로 사장님께 전화하세요.
연락드리겠습니다.
저는 여기 단골이지만, 이거 하나만 해 주실 수 없나요? 말이 없네요.
죄송합니다.
제가 뭐라고 하면 이 가게는 다시 열 수 없을 겁니다.
죄송합니다."
470,470,기타 괴롭힘 대화,"오, 빌어먹을 정글 놈아, 엄마를 정글에 묻었어? 아직도 찾고 있니?
그러니까 빌어먹을
? 괜히 엉뚱하게 놀고 있니?
엄마 찾는 건 그만해, 창녀야. 넥서스에 묻었어. 찾으려면 폭파해야 할 거야.
으악, 창녀 같잖아.
뭐하는 거야, 빌어먹을 정글 놈아? 채팅하는 대신 엉뚱하게 놀아야지. 적 정글이 10번이나 왔잖아, 미친 놈아.
둘 다 엉뚱하게 놀고 있잖아.
정글 차이
정글 차이
정글 차이"
471,471,직장 내 괴롭힘 대화,"류 선생님은 간단한 것 하나도 제대로 못하셔
미안해
항상 소파에서 자시네
아니 그게 아니야
수업 준비도 제대로 안하시네
미안해
우리 학생들이 당신 때문에 중퇴한다고
아니 그게 아니야
제대로 아무것도 못하시네 너무 답답해
열심히 하겠습니다"
472,472,협박 대화,"저항하지 마, 정말 죽여버릴 거야
아니, 저항한 적 없어
지금 내 말 안 들으면 장기 파는 곳에 팔아버릴지도 몰라
제발, 그냥 그러라고
조용히 해, 목숨 살려줄게
고맙구나
지금 이 칼 보이니? 멍청한 짓 하면 칼로 찔러 죽여버릴 거야
좋아, 조용히 있어, 눈을 떼지 않을게"
473,473,갈취 대화,"이모, 여기서 떡볶이 먹고 이 하나 빠졌어요. 임플란트 돈 좀 주세요.
이게 뭐야? 왜 떡볶이가 이래요?
이모, 여기서 맛없는 떡볶이 먹고 돌 하나 씹었어요.
이게 뭐 돌이 소란 피우는 거야?
왜 이 솥을 뒤집어? 이 동네 사람들이 네가 장사를 못하게 하는 소문을 퍼뜨릴까?
빨리 가자. 경찰에 신고하기 전에.
경찰? 이 동네 경찰은 다 내 친구야. 어쩔 수 없어.
이거 봐.
그럼 왜 내 허락 없이 장사하고 소란 피우는 거야? 장사하고 싶으면 날 신고해야지.
정말 이해가 안 가.
빨리 신고 수수료 내."
474,474,기타 괴롭힘 대화,"허?김철우?
허?. 안녕, 휘영아.
허? 구멍가게를 연다고 했으니 여기가 네 가게야. 좋아.
허?. 뭐?
술을 따르는 곳을 찾고 있었는데 여기가 완벽해.
하지만. 미성년자에게 술을 팔면 안 돼.
너 내 반 친구 아니야?
그래도. 불법이야. 내가 줄 수 없어.
야, 멍청아, 학교생활 끝내고 싶어? 그냥 불평하지 말고 내가 하는 대로 해?
아니. 부모님이 알게 되면. 정말 알게 될 거야.
네 사정이고, 네가 오면 내가 갈 테니 입 다물고 내게 줘."
475,475,기타 괴롭힘 대화,"야, 어디 가? 여기로 돌아와.
이 방에서 절대 나가지 마.
그만해. 왜 나한테 계속 이러는 거야?
년아, 너 만나던 남자한테 윙크하고 미안해하는 기색도 없어??
내가 사실이 아니라고 했잖아.
사실이 아니라고? 몇 명이나 날 봤다고 했어, 내가 널 정말 좋아한다는 걸 알았어, 년아
내가 사실이 아니라고 했잖아.
윙크하면서 내 비밀 일기를 읽었어, 년아!!
이 더러운 년은 다들 알지만 내가 죽어도 거절하지 않을 거야
진짜, 너희들 뭐가 문제야. 우리는 친했어.
넌 ​​전혀 친하지 않았어. 난 널 불쌍히 여겨서 장난쳤을 뿐인데, 이제 넌 남의 남자를 훔치려고 해, 더러운 년아!!
그만해. 정말 힘들어."
476,476,기타 괴롭힘 대화,"아아아! 역겹다!!! 나가!
뭐가 문제야? 내가 이거 가져오라고 했잖아.
야, 장애인 새끼, 나가!
내가 뭘 잘못했어?
손가락이 여섯 개야. 야, 너 괴물이야?
. 그런 말 하지 마.
손가락이 하나 더 있다면 공부도 더 잘하고 일도 더 잘할 수 있지 않겠어?
그게 아니야. 난 이렇게 되고 싶지 않았어.
어머, 너 같은 사람과 짝을 이루게 되어서 정말 미안해.
나도 다른 사람들과 다를 바 없어. 나도 똑같아."
477,477,협박 대화,"너 지금까지 계속 보고 있었어?
.허?.허.그거야.
아, 피곤해. 얼마나 오래 있었어? 왜 이 시간에 학교에 돌아오니?
나. 뭔가 두고 왔어. 유리를 여기 끌고 왔을 때.
그럼 유리에게 한 모든 걸 봤어?
응. 하지만 아무 데도 가서 아무에게도 말하지 않을 거야.
널 어떻게 믿을 수 있겠어? 정말 피곤해. 야, 얘들아, 저 녀석 잡아.
그만해. 왜 이러는 거야.!
그러니까. 이러고 싶지 않았지만, 네가 말하는 동안은 믿을 수 없잖아? 그럼 네 혀를 뽑아서 다시는 말하지 못하게 하면 안도하지 않겠어?
그러지 마! 정말 말하지 않을 거야, 살려줘."
478,478,기타 괴롭힘 대화,"곧 시험이 있다는 건 알죠?
그렇죠? 그렇죠?
지난번처럼 해??
뭐. 무슨 소리야?
아니, 시험 때는 마주 앉아야 하니까, 먼저 풀고 답안지를 내야 해.
하지만. 이제 그만해도 될까?
헛소리하는 거야? 야, 잊었어? 우리 회사에서 일하는 아빠니까 효도해야지, 그렇지?
제발 우리 아빠는 해고하지 마.
이번엔 뭐 하느냐에 달렸어. 최선을 다해?
아. 알았어."
479,479,직장 내 괴롭힘 대화,"김은희 씨, 오늘 잘하셨어요! 다음에 아르바이트가 필요할 때 다시 연락드릴게요.
고맙습니다.

오늘 업무 성과가 좋아서 인센티브를 받았죠?
네. 어떻게 알았어?
그냥 알아요. 그 인센티브 주세요.
네. 왜 그러세요?
언니. 여기서 계속 일하고 싶으면 내가 하는 대로 하세요.

그게 무슨 상관이에요?
저는 정규직이고 당신은 아르바이트인데, 제가 한마디라도 하면 다시는 여기서 일할 수 없을 거예요.
네. 미안해요. 그렇게 할게요."
480,480,기타 괴롭힘 대화,"하나 둘 하나 둘 야 똑바로 서라
으악 그만해
야 일어서라
아파!
어디서 소리지른 거야?
미안해
아. 내 귀가 아픈 거 알아? 일부러 그랬어?
아, 아니, 미안해
야 일어서서 인간 모래주머니로 돌아가라 하나 둘 하나 둘!
으악."
481,481,직장 내 괴롭힘 대화,"아, 김 팀장은 일 못해요.
죄송해요.
몸이 약하신가요?
네.
그럼 밤에 일하시는 거예요?
네?
신혼이라고 하셨고, 결혼식에서 아내를 보고 예쁘다고 하셨잖아요.
그러지 마세요.
아, 왜 이게 안 되죠? 화가 나신 거예요?
아니요.
사람들은 어지러워요."
482,482,직장 내 괴롭힘 대화,"선생님, 말씀드릴 게 있어요.
무슨 말씀이에요? 말씀해 주세요.
다음 주에 급한 일이 있어서 집에 가야 하는데, 누적된 휴가를 쓸 수 있는지 물어보고 싶어요.
요즘 정말 이기적이네요.
허?
이 회사에서 힘든 건 선생님 혼자예요?
아니요.
이번 달은 너무 열심히 일해서 쉬지도 못하는데, 쉬고 싶어? 너무 화가 나요.
집에서 급한 일이 있어서 이번 주에 잔업해서 미리 보충해서 다음 주에 스케줄에 문제가 없도록 하겠습니다.
이번 달에는 휴가를 쓸 수 없다는 건 알겠어요. 이번 달은 바빠서 누적된 휴가를 다 쓸 수 없다는 건 알겠어요."
483,483,협박 대화,"전화하지 마.
배달 앱에서 나에 대한 나쁜 리뷰를 썼으니까 좋은 직장에서 해고당했어!
다 네 잘못이야.
뭐라고? 사과 안 할 거야?
왜 사과해야 해? 그냥 내 관점에서 리뷰를 썼을 뿐이야. 더 이상 전화하지 마.
내 전화번호와 주소는 이미 알고 있고, 나는 혼자 살아. 계속 이러면 칼을 들고 찾아갈 거야.
왜 이러는 거야? 계속 이러면 신고하고 공개해야겠어.
한 번 해봐. 저승에 가고 싶다면.
하. 미안해. 사과할게.
지금은 귀찮게 하지 마. 기다려."
484,484,협박 대화,"그 사건 알아?
무슨 사건 말하는 거야?
모르는 척 하지 마. 난 이미 다 알고 있어. 네가 아는 걸 다 말해.
내가 말하면 널 내버려 둘 것 같아?!
내가 여기서 죽든 저기서 죽든 똑같아.
뭐라고? 뭐라고?
이 약은 혈류에 직접 주입하면 10분 안에 심장을 멈춘다. 적어도 5분 안에 해독제를 투여해야 해.
. 뭐라고? 잠깐!
뭘 하고 싶은 거야?
내가 말해 줄게! 그냥 말해!!"
485,485,갈취 대화,"야, 자기야
어?엄마
삼촌한테 말하지 않고 천만 원 줘
엄마, 난 어디서 그렇게 많은 돈을 얻니? 그리고 삼촌한테서 받았어
사랑이는 정기적으로 자기 이름으로 돈을 저축해
엄마, 그건 대학에 갈 돈이야
야, 에이미, 그녀는 대학까지 멀었고 나는 언제 죽을지 모르는 늙은이니까 내게 굴복하지 않을래?
엄마, 그러지 마
돈 안 주면 저녁 식탁에 살충제 뿌리고 온 가족을 죽일 거야. 그러면 사랑이 돈 쓰고 죽을 수 없잖아?
엄마, 어떻게 그럴 수 있어
그러면 왜 며느리한테 절하고 잘됐다 잘됐다 하고 말해야 해?"
486,486,기타 괴롭힘 대화,"너 얼굴 움직여
뭐가 문제야?
내가 움직이라고 하면 움직이잖아

내가 뭔가 잘못한 거야?
내가 뭘 잘못한 거야?그냥 네 얼굴만 봐도 짜증나
.아
왜 저 못생긴 놈이 계속 쫓아와?
미안해.
미안하다는 말 그만하고 내 앞에 더 이상 나타나지 마
.알았어."
487,487,갈취 대화,"김씨, 저번에 빌린 돈 이자가 500만원이에요.
아니, 원금이 50만원인데, 어떻게 이자가 500원이야?
계약서에 써있잖아. 지금 당장 갚아.
그러면 안 돼. 법적 기준으로도 이자가 너무 높아.
김씨, 죽고 싶어? 김씨, 신장 하나를 잃고 싶어?
아니, 왜 그러는 거야?
돈이 없으면 몸으로 갚아야 하지?
경찰에 신고할게.
신고? 몸으로 갚아. 그럼 야! 김씨가 신장 하나를 뺏어가려고 해.
날 놓아줘!"
488,488,협박 대화,"왜 그럴 수 없니?
내가 하나에서 열까지 뭘 못하니?
그게 문제야. 내가 말할 때 들어야지.
지난번엔 괜찮다고 했고, 이렇게 하라고 했는데. 왜 지금 대꾸하냐?
나한테 대꾸할 수 있다고 아는 게 뭐야?
난 최선을 다했어. 항상 그래.
그냥 죽어.
뭔데?
내가 내 일을 못 하거나 네가 하는 말을 알아들을 수 없어서 널 죽이라고 하는 거야?
그냥 그만둘게. 더 이상 이럴 수 없어."
489,489,협박 대화,"아니, 베팅했다면 공정하게 게임을 인정했어야지.
내가 보지 않는 사이에 홀인원을 했다는 걸 내가 어떻게 모를 수 있었어?
누가 일어나서 콜하라고 했니?
그럼 기다리는 게 예의 아니겠어?
아, 정말 치고 싶었는데 떠났어.
그럼 다시 치고 지금 당장 봐야지.
왜 돈을 아껴가면서 이렇게 소란을 피우니? 게으른 놈이야.
내가 너 게으르다고 했니? 정말 짜증나. 얼마나 게으른지 보여줘.
왜 갑자기 이렇게 게으른 거야? 손에 든 골프채를 내려놓고 말해.
내가 이걸 내려놓으면 또 돈을 달라고 하지 않니? 너무 불공평해!!!!!! 내 눈으로도 못 봤지만 계속 이러면 골프채를 휘두르게 될지도 몰라."
490,490,갈취 대화,"이 꼬마 봐, 멍청아. 저 꼬마가 학교에서 이렇게 예쁜 옷을 입고 다닐 돈은 어디서 났어?
이 꼬마는 내 이모야.
이 꼬마는 내 이모야. 뭐라고? 꼬마야, 네 부모님은 거의 부자인데 이모는 돈이 많아? 근데 지난번엔 왜 돈을 안 줬어? 응? 대답해, 꼬마야?
왜 그렇게 말해?
야, 꼬마야. 왜 너한테 안 어울리는 옷을 입고 있어? 대답하라고 했잖아.
야. 그만해. 귀가 막혀서 어떻게 꼬마한테 말을 할 수 있어?
내가 벗으라고 한 거 알아듣지 못해?
왜. 왜 이러는 거야. 이러지 마. 벗지 마!
야, 꼬마야, 전혀 알아들을 수가 없어. 벗어!
돌려줘. 내 거야.
이런 종류의 옷이 너한테 어울릴 것 같아? 지금부터는 내 거야, 친구야."
491,491,협박 대화,"아! 미안해. 내 말은 그게 아니야.
아야! 뭐야? 오늘 산 새 옷이야. 중요한 약속이 있어! 너 때문에 다 망쳤어.
진심이 아니었어. 용서해. 세탁비 내가 낼게.
세탁? 이 옷 얼마인지 알아? 그렇게 쉽게 말해서? 정말 화났어.
얼마 원하는지 말해. 최대한 맞춰줄게. 화내지 마.
지금 당장 100만 원 줄 수 있어? 안돼. 바쁠 때. 원하는 만큼 있으니까 몸으로 때려.
갑자기 무슨 소리야?

아프니까 때려. 피 보면 기분이 나아질 거야.
뭐. 말도 안 돼! 그럴 수 없어. 진정해.

먼저 잘못해서 때리는 거야. 더 화나게 하잖아."
492,492,갈취 대화,"여기서 자면 안 돼, 선생님! 내가 집으로 데려다 줄게.
나. 괜찮아, 그냥 가.
야. 뭐가 문제야, 형.

난 널 몰라. 왜 이러는 거야?
알았어, 내가 데려다 줄게. 지갑을 확인해 줄게.
도둑이야! 제발 도와줘.
뭐가 문제야?

야. 그는 내 동생이야, 취했어. 그래서 내가 데려다 줄게, 그냥 가. 야 형. 다치고 싶지 않으면 그냥 가.
도와줘. 난 널 몰라.

신고할게.
야. 지갑 가져갈게. 날 신고할 수 있으니까 내가 처리해 줄게."
493,493,직장 내 괴롭힘 대화,"이 오다에리 가방은 뭐야?
오다에리가 망가졌어? 가방이 쓰레기야?
선물로 받았는데 오래 써서 닳았어.
너무 싸지 않아? 브랜드 이름 안 보여?
싸지 않아. 쓸만해.
왜 싸지 않은 걸 들고 다니니? 이걸 지적해야 하나?
미안해. 내일 바꿔.
계속 이러면 우리 팀과 우리 회사를 부끄럽게 만드는 거야. 나가. 네 나이에 누가 그런 짓을 하겠어?
내가 더 잘할게.
우리 팀의 평판이 정말 떨어졌어! 누구 때문에!
응. 미안해."
