,idx,class,conversation
412,412,기타 괴롭힘 대화,"아가씨, 자리 내줄 수 있어? 아프거든.
아, 정말. 하루 종일 일해서 다리가 아프거든! 아프면 집에 있지? 왜 나왔어?
기분 나쁘게 했다면 미안해. 난 젊으니까 자리 내줘.
아, 정말. 이런 때 사람들이 내 나이를 묻는 건 짜증나. 그래서 혼나는 거야.
아저씨,
아프면 왜 쉬지? 왜 날 피하니?
정말 미안해.
아, 비켜."
413,413,직장 내 괴롭힘 대화,"밥 먹으러 가자, 미진아. 오늘은 할 일이 있어. 애들은 미루고 밥 먹으러 가자. 미안해. 사장님이 먹으라고 하면 안 먹어? 정말 미안해. 뭐라고 하는지 알아들을 수가 없어. 그냥 갈까? 미안해. 미안해. 너무 고지식해. 쯧. 미안해."
414,414,협박 대화,"야, 네 집이 어디인지 알아
선생님, 내 집에 오지 마. 안 돼.
그럼 내 말대로 해. 벌써 며칠이나 지났잖아.
그러면 내가 뭐 하겠어?
아니면 집에 가서 다 죽여버릴 거야.
선생님, 부탁해. 내가 할게.
시간이 얼마 남지 않았어.
부탁해, 내가 할게.
내가 널 보호할게. 내가 할게.
알았어. 알았어."
415,415,기타 괴롭힘 대화,"야, 암레스트, 너 정말 작네. 오늘도 내 어깨에 팔 올려.
아, 그러지 마.
아니, 나도 그러기 싫지만, 팔을 여기 올려놓으면 엄청 편하거든.
응. 키가 크겠구나.
응, 정말 잘하네. 키가 작아서 행복한 거야? 부럽다. 나도 너처럼 작았으면 좋겠다.
놀리지 마.
놀리지 마. 지금 화가 났어, 꼬마야?
꼬마라고 부르지 말라고 했잖아.
그럼 꼬마, 꼬마라고 부르니? 꼬마, 꼬마라고 부르니?
그러지 마."
416,416,직장 내 괴롭힘 대화,"왜 그랬어?
아.
네, 말해줘.
어제 몸이 안 좋아서 실수한 것 같아.
맡은 일 하나도 제대로 못하는 타입이냐?
아니요. 미안해요.
이렇게 무책임한 사람과는 같이 일할 수 없어. 다른 곳에서도 이렇게 무책임하게 행동하니?
아니요, 제가 고쳐줄게.
당신이 부족하다는 소문을 자주 들었는데, 사실이에요.
미안해요."
417,417,기타 괴롭힘 대화,"선생님, 잘 지내세요?
저는 다 안 좋아해요. 왜 여기 옷이 다 이렇죠?
그럼 어떤 옷을 원하세요?
아직도 모르겠어요? 어떤 옷가게 직원들이 이런 짓을 해요!
실례합니다, 선생님. 제가 원하는 걸 말씀드렸잖아요.
야, 눈을 크게 뜨고 뭐하라고 하시는 거예요?
아뇨, 선생님. 옷을 10벌 이상 입어보셨어요.
야, 몇 살이세요? 어디서 아르바이트를 하셨어요? 내가 누군지 아세요?
실례합니다, 진정하세요, 선생님.
매니저한테 전화하세요. 매니저한테 전화하세요!"
418,418,직장 내 괴롭힘 대화,"김매니저님, 이걸 신고하고 싶다고 하셨죠?
다시 말씀드리겠습니다. 죄송합니다.
아니요, 미안하다는 걸 알고 계셨다면 왜 미안한 짓을 하셨습니까?
저는 충분히 노력하지 않았습니다.
아니요, 서울의 명문 대학을 졸업하셨습니다. 학교에서 무엇을 배우셨나요? 저는 매니저로 일할 때 비행기를 탔습니다.
김매니저님, 어젯밤에 밤새도록 깨어 계셨다고 들었습니다.
빨리 고치겠습니다.
당신을 구하기 위해 이렇게 말씀드린다는 걸 알고 계신가요?
감사합니다, 매니저님.
이번에 아들이 취직을 신청합니다. 이력서를 살펴보실 수 있나요?
아들을 위해 최선을 다해 고쳐드리겠습니다."
419,419,협박 대화,"아, 부인. 어제 새벽에 왜 여기 왔어?

아, 너도, 총각. 뭐 하는 거야?

. 왜, 왜 칼을 들고 내 방에 들어왔어?! 새벽에 봤어, 부인. 들어오고 있어.

. 야, 혀. 모를 줄 알았어. 오늘 한 명 더 죽여야 할 것 같아?

. 뭐 하는 거야. 딸꾹! 칼.!
요즘 젊은 총각들은 몸에 살이 없어서 먹을 게 없어? 하지만. 건강해서 살찐 것 같아.

그럴 리가 없어. 너희들 그런 거야?
아, 뭔가 특별한 게 빨리 먹고 싶어서 먹어봤어. 알았어. 총각. 좀 더 오래 살고 싶으면 입 다물어.
뭐야? 뭐야?
뭐야, 사람 먹는 놈들? 두 번째 총각이야. 이번에는 405번 학사가 먼저 죽을 것 같아요."
420,420,직장 내 괴롭힘 대화,"정희야, 내가 하라고 한 거 다 했니?
아니, 잠깐 다른 거 해.
뭐라고?
기획팀에서 마지막 오타를 체크하라고 했어.
정희야, 일어났어? 내가 한 말 그대로 하고 있어?
아니. 물론이지. 팀장이 하라고 한 건 거의 다 했어.
근데 왜 내 일을 먼저 해?
내일까지 하라고 했잖아.
지금 내가 한 말 그대로 하고 있어? 정말 내가 한 말 그대로 하고 있어?
아. 아니.
지금 당장 해.
알겠어."
421,421,기타 괴롭힘 대화,"야 다리 아픈 너
나 놀리지 마
너 걷는 거 진짜 웃기잖아
내 걷는 거 따라하지 마
그럼 제대로 걸어
내 걷는 거 따라하면 기분 나빠
내가 기분 나빠지면 어떡해?
너무 심하다고 생각해.
다리 아픈 너, 너무 떠든다.
제발 그만둬."
422,422,직장 내 괴롭힘 대화,"선생님, 다음 주 월요일에 휴가를 가요.
뭐? 왜?
집에서 급한 일이 생겨서 가야 해요.
아니, 그럼 직장은요?
정말 급한 일이 있어서 이번에는 그냥 가게 해주세요.
뭐?
죄송하지만 말씀드릴 수 없어요.
뭐? 그럼 가지 마세요!
선생님, 이번만요.
아니! 일이 먼저예요!"
423,423,갈취 대화,"너 여기 와
왜
너 오면
돈 있어?
아니
천 원에 하나 줄게
내가 틀렸어
내가 좋은 말 하면 줘
알았어
더 줘"
424,424,갈취 대화,"부자처럼 보이는 사람이 왜 그렇게 위험한 골목길에 들어왔을까?
네.
그러니까 나 같은 사람 만나지 마.
왜 그러는 거야?
부탁할 게 있어. 돈과 옷을 주면 친절하게 보내줄게.
돈도 없고 값싼 옷도 없어.
처음이야, 두 번째야? 사치품으로 덮어놓고 그런 말을 하면 믿어줄까?
다 가짜야!! 정말 돈 없어!!
돈만 주면 친절하게 보내줄 거야. 안 돼.
알겠어!! 다 줘!!!"
425,425,갈취 대화,"언니가 3일 동안 굶었다고 했어. 돈 있어?
네? 아니요. 아니요. 저는 없어요.
전에 편의점에서 나오는 걸 봤어요. 편의점에서 다 써버려서 돈이 없어요. 정말요?
그냥 입만 벌리고 거짓말하는 거예요?
네? 아니요. 진지해요.
그럼 제가 받은 건 쓰레기였어요?
정말, 아니요. 이건 제 돈이 아니에요. 정말 죽을 거예요.
당신 돈이나 다른 사람 돈을 줘. 죽든 말든 내게 줘.
왜 이러는 거야?"
426,426,협박 대화,"5년 전 내게 한 모든 상처 주는 말에 대해 사과드립니다
내가 당신에게 무슨 짓을 했습니까?
가해자가 기억하지 못한다고 말했잖아요. 당신은 오늘 내 손에 죽을 것입니다
그 총으로 날 쏠 건가요?
총알이 가득 찼어요. 한 발만 쏘면 죽을 겁니다
그 장난감 총으로 위협하지 말고 내려놓으세요
당신이 한 말을 다 기억하고 사과하기 전까지는 불가능해요
오해가 있었던 것 같아요. 진정하세요
당신이 나를 오해한 거야? 내가 먼저 당신 입을 찢어 놓을게요
먼저 진정하세요. 이야기해 봅시다, 알았죠?"
427,427,갈취 대화,"엄마, 돈 줘
철수야, 엄마, 돈 없어
아, 거짓말하지 마, 오늘 아침 영희한테 돈 줬어
영희 연습장 때문이야
엄마, 나 차별하는 거야? 내가 이 집 아들이 아니야? 공부 못해서 차별하는 거야?
그게 아니야, 엄마는 둘 다 사랑해
사랑한다면 돈 안 주는 거야?? 사랑하지 않아? 그냥 버려야 할까?
철수야, 나한테 잘 말해
돈 주면 내가 가서 할게, 잘 들을게. 친구들이랑 PC방 가야 하는데, 돈이 없으면 나만 괴롭힘 당할 거야. 엄마, 내가 괴롭힘 당하길 원해?

.엄마, 정말 돈 없어
엄마, 영희 쫓아가서 연습장 못 사게 돈 뺏을게."
428,428,갈취 대화,"안녕하세요, 저는 수원지방법원 검사 이영수입니다.
네, 무슨 일인가요?
당신 아들의 이름이 박준수 맞죠?
네, 맞아요.
네, 박준수 씨는 현재 금융사기 범죄에 연루되어 있고, 당신 아들은 협조를 잘 안 하고 있습니다. 저와 이야기하고 싶으신가요?
네, 어떻게 해야 하나요?
당신 아들은 지금 저에게 연락을 하지 않고, 제 전화를 다 피하고 있습니다. 이것도 업무방해라는 걸 알고 계신가요? 아버지 집에서 주민센터로 가면 사물함 번호 25번이 보일 겁니다. 5천만 원만 준비해서 거기에 넣어두세요.
네? 검사님, 저는 그렇게 많은 돈이 없습니다.
이건 일정 기간 안에 해결해야 할 문제라서 시간이 지날수록 더 심해질 뿐입니다.
검사님, 다른 방법은 없나요?"
429,429,직장 내 괴롭힘 대화,"선생님, 오늘 회사 저녁 식사는 놓치지 마세요.
저는 오늘 야간 수업이 있어서 참석하기 힘들어요.
하지만 다른 사람들은 시간이 있어서 회사 저녁 식사에 참석해요?
저는 지난번에 저녁 수업에 대해 말씀드렸고 허락을 받았는데, 갑자기 마음이 바뀌면
오늘이 따로 이야기할 특별한 날인가요?
오늘 수업은 놓치지 마세요.
다른 사람들은 학교에 갔나요? 혼자 행동하고 소란을 피우고 있어요.
죄송합니다.
그렇게 이기적으로 행동해서 팀 분위기를 망치려면 직장을 그만두고 학교에 가세요. 아니면, 능력이 없는데 왜 두 가지 일을 하세요?
죄송합니다."
430,430,직장 내 괴롭힘 대화,"김매니저님?
네, 선생님.
요즘 뭐하셨어요?
네.?
아니요, 오늘 예쁘시네요.
아.
오늘 퇴근하고 시간 있으세요?
아, 집에 가야겠어요.
야, 시간 좀 주세요. 같이 식사해도 될까요?
아"
431,431,갈취 대화,"야, 10만 원만 빌려줘. 20년 후에 갚을게. 하하하. 10만 원이 어디야?
뭐? 오해했는데, 죽고 싶다고 했잖아?
아. 아니. 지금 없어. 내일 줄게. 내일 꼭 줄게.
하하, 훨씬 전에 했어야 했는데. 하지만 기한이 연장되었으니 돈을 두 배로 늘릴게. 알았지???
뭐??? 두 배로 늘리고 싶어???
뭐?? 죽고 싶어?
아. 아니. 미안해. 내일까지는 꼭 줄게.
야, 이걸 다른 사람한테 말하면 죽는다. 알았지?
응. 알아. 알아.
알았으면 가! 똥덩어리야.
아, 어떡하지?"
432,432,기타 괴롭힘 대화,"하, 그러지 마!
그러지 마.
그러지 말라고 했잖아!
왜 날 귀찮게 해?
뭐? 언제 널 귀찮게 했어?
아직도 날 따라다니면서 귀찮게 해.
언제 널 귀찮게 했어?
아직도 그러잖아. 하, 그러지 마.
하하하. 이 애 진짜 웃기다. 그러지 말라고 했잖아."
433,433,갈취 대화,"승민아 담배 사야 돼 만원만 줘
오늘 돈 없어
야, 만원도 없는 사람이 어디 있어? 줘
아, 정말 없어
아, 바로 줄게
아니, 오늘은 정말 돈이 없어
내가 달라고 하는 게 아니야, 내일 갚을게!
알았어, 이번 한 번만.
이거 훨씬 전에 했어야지
내일 줘."
434,434,기타 괴롭힘 대화,"오늘은 학년말이라 상을 받을 친구들에 대해 알려드리겠습니다. 김수민 학업우수상, 길동은행 장학금, 김지민 고등학교 동창회 장학금.
야, 왜 고등학교 동창회 장학금이야? 우수한 학생들에게 주는 상이 아니야?
야, 고등학교 동창회 장학금은 가정 형편에 따라 주는 거야. 가난한 가정에도 주는 거야.
뭐야? 거지야? 학교 돈으로 살 돈이 없어? 그럼 학자금 지원은 받는 거야? 돈 벌려고 학교 다닌 줄 알았는데.
좀 가난하잖아. 가난해지고 싶지 않아. 모르는 건 말하지 마.
뭐야? 거지가 왜 학교에서 이렇게 소리지르는 거야? 야, 우리 부모님 세금이 낭비야. 이 아이들을 돕는 데 써야지. 야, 돈이 없으면 디자이너 옷 입지 마. 돈을 아껴야 할 곳이 바로 여기야.
신경 써야 할 일이 아니라고 생각해?
어떻게 신경 안 쓸 수 있어? 우리 부모님이 힘들게 번 세금이 이런 데 쓰이고 있으니 제대로 쓰이는지 감시해야지. 디자이너 옷을 더 많이 사면 장학금으로 산다는 소문이 퍼지고 인색하다는 소문이 돌 테니 적당히 사. 있는 그대로 살아. 알았어, 그만해. 애들이 들을 거야. 거지로 잡힐까 봐 두려운 거야? 친구야, 그거 없이는 못 살아. 못 사는 애들 얼굴에 다 드러나. 그냥 적당히 놀려."
435,435,기타 괴롭힘 대화,"야, 민호구 봐
야, 웃기다 야, 민호 민호구
어? 전화해?

어? 전화해?
똑같아
그러지 마.

해재매
미친 개
지금 학교 가야해서 갈게
우리 애기 너무 귀여워"
436,436,협박 대화,"너! 그렇게 운전할 거야?
허? 나는 어때? 언제 날 봤어? 무모하게 말하는 거야?
내가 무모하게 행동했으니까!!
아니, 운전하다 보면 온갖 상황이 생길 수 있고, 처음부터 잘했어?
뭘 잘해서 이렇게 됐어? 운전 못하겠으면 그냥 운전 안 해! 왜 나와서 방해해?
말도 안 돼. 운전면허증 줬어? 운전 잘하면 스스로 피할 수 있어!
이런 바보 본 적 있어! 죽고 싶어?
뭐야? 어디서 욕먹었어? 미친 거야!
뭐야!! 미친 거야? 미친 사람을 제대로 보고 죽고 싶어?
그럼 한 번 해봐!! 해봐!!!"
437,437,직장 내 괴롭힘 대화,"김매니저님. 어제 출근 5분 늦었잖아요?
아니요. 정시에 출근했어요.
내가 거짓말을 한다고 하시는 거예요? 직원들에게 다 음료수를 줬잖아요. 늦었다는 벌이에요.
이건 불공평해요. 늦지도 않았잖아요.
지금 나한테 비공식적으로 말하고 있는 거예요? 응?
아니요, 늦지도 않았어요.
못해요. 이번 주에 야근해야 해요.
알았어요.
해야 해요. 하라고 하면 할게. 왜 그렇게 많이 말해요?"
438,438,갈취 대화,"콘서트 아니냐? 와. 티켓 잘 구했어.
진짜 멋지다. 최선을 다해서 구했어.
아, 그럴 만했다. 그럼 보여드리지.
뭐야? 정말 없어지면 콘서트 못 가.
원래 상태로 손상 없이 돌려줄 테니까 그냥 줘.
그러면 안 돼. 잃어버리면 못 가.
애들이 만지게 할 수 없으니 좀 빌려줘. 언제 다시 만질 수 있을까?
하지만 양도는 안 돼. 불법이야.
콘서트 안 간다고 했는데 애들한테 자랑하고 주는 거야? 여전히 엉망진창이야. 빨리 줘. 빨리 주면 빨리 돌려줄게.
알았어, 원래 상태로 돌려줘."
439,439,기타 괴롭힘 대화,"야, 인재야, 가게 가서 핫바 하나 사줘.
돈 없어.
너 같은 사람한테 돈 줘야 하나?
아니, 미안해.
고등학생이 되고 나서 머리가 굵어졌어.
아니, 실수로 말을 내뱉었어.
잘 때리지 않았어.
틀렸어. 지금 당장 달려가.
핫바 하나, 빵 하나, 우유 하나 사줘.
아, 잠깐만."
440,440,협박 대화,"야, 너, 나한테만 패스하라고 했잖아. 죽고 싶어?
다른 팀원들이 있는데, 어떻게 너한테만 패스할 수 있어?
전에 말했잖아. 패스 안 하면 죽여버릴 거야.
응. 내가 그렇게 말했지.
너만 건드릴 것 같아? 네 가족도 죽일 거야.
제발 내 가족은 건드리지 마.
그럼 내 말 들어. 그냥 줘.
알았어, 네가 하고 싶은 대로 할게.
알았어, 다음에 날 보지 못하게 할게. 제대로 해.
알았어, 알았어."
441,441,갈취 대화,"야, 저 비싼 패딩 보여?
응, 어제 엄마가 생일선물로 사줬어!
아, 얼마야?
30만원!
진짜? 입어볼게.
아니, 지난번에도 안 돌려줬잖아.
아니, 이번엔 정말 돌려줄게. 누가 안 돌려줄 거라고 했지?
하지만.
아, 이거 화난다. 빨리 돌려줘.
돌려줘야지."
442,442,협박 대화,"요즘은 살 만한 가치가 있을까? 내가 뭐라고 했지?
내가 매일 얼굴을 보이라고 했어? 알면서도 무시했어? 미쳤어?
미안해.
왜 그래? 뭐가 미안해?
이번에는 그냥 넘어가. 지금부터 네 말을 들어줄게.
이 꼬마 웃기네. 야, 널 죽일까?
정말 안 죽일 거야. 제발, 제발.
이 미친 꼬마가 날 화나게 해.
그러지 마. 내가 틀렸어. 지금 그만둬. 제발."
443,443,갈취 대화,"야, 돈 좀 줄래?
지갑 ​​없어.
돈 없어?
핸드폰만 있어.
어쩔 수 없어. 적어도 핸드폰이라도 줘.
안 돼.
우리가 너무 예의 바르게 행동한 것 같아.
야. 내 몸을 수색해. 목걸이를 벗어.
이 목걸이는 가짜야.
뭔데."
444,444,갈취 대화,"야, 여기 와
나?
응, 너
배고프니까 돈 줘
돈이 다 떨어졌어
나 무시하는 거야?
아니, 선생님
내가 좋은 말 하면 돈 줘
그러면 집에 가서 가져올게
맞기 전에 돈 줘"
445,445,기타 괴롭힘 대화,"야, 나한테 고백했어?
그냥 넘어가.
우리가 너랑 같은 레벨이라고 생각했어?
친구 사이에 레벨 차이가 어디야?
왜 우리가 네 친구야?
같은 반이야.
주제를 알고 나한테 고백해.

너한테 고백했는데 거절당했어!
그만해."
446,446,기타 괴롭힘 대화,"이거 꺼내서 볼 수 있을까요?
네? 어떤 제품 말씀하시는 건가요, 선생님?
이 파란색 시계.
아. 좀 비싼데요.
네, 알아요.
직접 사고 싶으시면 제가 꺼내서 보여드릴 수 있어요.
살 수 있을까요?
선생님, 이 모델은 3천만 원부터 시작해요. 제가 살 수 있다고요?
아니요, 손님한테 이렇게 무례하게 굴어도 괜찮을까요?
아니요, 그냥 제가 살 수 있는지 묻는 거예요?"
447,447,기타 괴롭힘 대화,"야, 저기 봐, 장애인이야. 절뚝거리는 게 웃기다.
그냥 각자 갈 길로 가자.
왜? 웃을 수 없어?
기분이 나빠.
기분이 좋아? 내 기분이야.
으악
방금 한숨 쉬었어? 장애인?
조심해서 말해야 해, 우리는 다 똑같아.
너와 내가 어떻게 똑같을 수 있어?
그냥 각자 갈 길로 가자."
448,448,직장 내 괴롭힘 대화,"그게 사실이야?
뭐야?
어제 매니저랑.아니
말해.
아니, 아니면 괜찮아
정확히 말해.
지금 나한테 화났어?다른 사람들이 말했을 때도 나는 그들의 편을 들었지만, 다들 입을 다물었던 데에는 이유가 있었어
화내지 마, 정확히 말해.
괜찮아, 굴뚝에서 연기가 나올 거야
너무해."
449,449,직장 내 괴롭힘 대화,"매니저님, 저희 회사 인터넷이 다운됐어요.
알아요. 일하면서 인터넷 쓸 필요 없을 것 같아서 차단했어요.
허? 갑자기?
박 매니저님, 제가 인터넷을 써야 할 일이 있나요?
아니요. 하지만 정말 이렇게 인터넷을 차단해야 해요.
이 프로젝트 평가가 제게 얼마나 영향을 미치는지 모르세요?
알아요. 그래서 다들 최선을 다하고 있는 거예요.
다들 얼마나 열심히 일하고 있는지 알잖아요. 하지만 저는 불안해요.
인터넷을 차단하면 제가 필요로 하는 직원들에게 문제가 생길 수 있어요.
정말요? 지금 인터넷이 안 돼서 힘들어하는 사람이 있다면 알려주세요. 하지만 박 매니저님, 일하면서 인터넷을 쓰는 게 옳은 일인가요?
아니요, 그렇지 않아요.
그럼 괜찮지 않나요? 책상에 가서 일하세요."
450,450,협박 대화,"언니 만났어?
뭐야? 왜 남자친구 만나?
언니 평소에 안 만나?
그냥 무시해.
왜 움츠러들어? 다쳤어?
뭔 헛소리야?
헛소리. 멍청한 짓 하면 죽여버릴 거야.
하, 정말
날 알아? 언니 너무 사랑해서 아무것도 안 보여.
네, 미친 소리 같지만, 정말 아니야.
잠깐만. 멍청한 짓 하면 정말 죽여버릴 거야."
451,451,직장 내 괴롭힘 대화,"길동 씨, 이거 해 보셨어요?
아, 아니
왜 항상 안 하세요?
미안해요, 지금 빨리 할게요
처음이니까 쉽게 놔두지 않을게요. 열심히 해야 해요
응, 응

다 됐어요?
거의 다 됐어요
너무 느리니까 언제 하실 거예요?
미안해요"
452,452,기타 괴롭힘 대화,"야 게이
난 게이가 아니야
맞아, 게이 새끼
아니
이 새끼가 소설 읽는 거 본 적 있어
아니, 그냥 소설이었어
씨발, 똑같은 거야. 넌 무슨 소설이야? 한국 8학년
때리지 마
내가 때렸어
아.
야 게이, 어디 가는 거야? 야 게이 새끼"
453,453,기타 괴롭힘 대화,"야 게이
난 게이가 아니야
맞아, 게이 새끼
아니
이 새끼가 소설 읽는 거 본 적 있어
아니, 그냥 소설이었어
씨발, 똑같은 거야. 넌 무슨 소설이야? 한국 8학년
때리지 마
내가 때렸어
아.
야 게이, 어디 가는 거야? 야 게이 새끼"
454,454,협박 대화,"내 등 뒤에서 나에 대해 나쁘게 말했어?
언제?

너한테서 모든 걸 들었어.
내가 오해한 것 같아.
내가 좋은 말을 하면 인정하고 사과해.
아니. 내가 뭘 잘못했어?
계속 회피하면 칼로 죽일 수 있어.
지금 내 목숨을 위협하는 거야?
너뿐만 아니라 네 가족도 죽일 거야.
왜 네가 하고 싶은 대로 하지 않니?"
455,455,기타 괴롭힘 대화,"왜 그렇게 눈을 깜빡여?
아. 미안해. 난 틱 장애가 있어
틱 장애?
어.
아, 보기 힘들어
. 말이 거칠어
그래, 하지만 얼굴이 더 심한 것 같아
. 너무해, 친구들
친구는 틱이 없어, 친구는 네가 생각하는 대로야, 알았으면 고개를 돌려
. 알았어."
456,456,갈취 대화,"할머니, 오늘 아침에 손녀가 왔어요?
네. 잘했어요. 이번에는 딸의 사업이 잘 되어서 용돈을 많이 주셨어요. 정말 자랑스러워요.
정말? 할머니, 그럼 돈 주세요. 할머니, 곧 돌아가실 텐데 돈이 많이 필요 없어요.
딸이 준 용돈인데 왜 할머니께 드려야 하나요?
할머니, 요양원에 계실 때 제가 제일 많이 도와드렸어요. 그렇게 많은 돈을 줄 수 없어요?
저는 할 수 없어요. 딸이 열심히 일해서 번 돈이잖아요. 할머니께 드릴 수 없어요.
할머니, 좋은 말씀 하시면 제게 주세요. 할머니를 돌볼 수 있는 사람은 저뿐이에요. 할머니가 미친 줄 아무도 모를 것 같아요? 그냥 주세요. 좋은 일에 쓰겠습니다.
그러지 말라고 했잖아! 계속 묻지 마. 아무리 물어도 안 될 거야.
할머니, 줄까요? 내가 하라고 하면 줘. 빨리 줘. 줘. 할머니, 어떻게 해야 할까요? 딸이 병원비를 내니까 이번에는 할머니가 병원비를 내는 것 같아요. 가져가?
그러지 말라고 했어. 그러지 말라고 했는데 계속 그러잖아."
457,457,직장 내 괴롭힘 대화,"이걸 누가 처리했어?
네, 팀장. 제가 처리했어.
야, 강 매니저. 이게 처리하기 맞는 방법이라고 생각해?
허. 무슨 소리야?
다 문제야. 다 문제야. 우리는 항상 이렇게 처리했어.
팀장, 요즘은 다들 이렇게 처리해.
야, 나 잘 알아? 몰라? 나 몰라? 좋아, 다시 시작해.
. 좋아, 알겠어.
계속해. 야, 김 매니저. 강 매니저, 제대로 처리하지 않아?
미안해."
458,458,기타 괴롭힘 대화,"아, 멍청아. 내 말 들리니?
허? 뭐라고 했어?
내 귀가 터질 것 같아. 얘들아, 그녀하고 더 이상 이야기하지 말자. 이야기해야 해.
허? 미안해, 잘 안 들려.
아, 너무 짜증나.
.
같이 숨쉬는 것도 부끄럽다. 진짜 짜증나.
허??
아, 진짜 짜증나. 그녀가 중얼거리는 걸 봐.
미안해."
459,459,기타 괴롭힘 대화,"야, 김지수한테 고백했어?
그냥 조용히 지나가.
우리가 같은 레벨이라고 생각했어?
친구끼리 레벨 차이가 뭐야?
왜 우리가 친구야?
같은 반이야.
과목한테 고백해.
얘들아, 김지수한테 고백했는데 거절당했어!
그만해."
460,460,직장 내 괴롭힘 대화,"안녕하세요, 매니저 리
네, 전화하셨죠, 이사님
제출하신 서류 봤어요. 맞나요??
죄송합니다.
죄송하시다면 무슨 말씀이신가요?
아니요. 다시 빨리 할게요.
그럼 빨리 해야죠. 뭐 하세요??
알았어요, 알았어요. 빨리 갈게요.
이런 바보 본 적 있어요? 빨리 가세요
알았어요."
461,461,갈취 대화,"너, 학교 교복 입고 지나가는 꼬마야, 여기 와.
뭐야?
가방에 있는 거 다 꺼낸 것 같아.
허? 별로 없어.
헛소리 그만하고 가방 빨리 열어.
책만 들어 있어.
거짓말 그만하고 가방 빨리 뒤집어서 비워.
허?
가방 안 열면 펀치 맞고 가방 뺏어갈 테니까, 마음대로 해.
알았어, 알았어. 가져가."
462,462,기타 괴롭힘 대화,"이 아이 옷 좀 봐
왜
시장에서 샀어? 너무 웃기잖아
아니
와, 돈 주고 샀어?
멈춰
아니, 그냥 새거야
만족해
아, 너 정말 독특하네, 웃기잖아
멈춰"
463,463,갈취 대화,"안녕하세요? 여기가 가나 레스토랑인가요?
네, 선생님. 무슨 일이에요?
방금 배달을 받았는데 음식에 구더기가 있었어요.
네? 그럴 리가 없지만 사진을 보내주시면 환불해드리겠습니다.
아니, 거짓말이에요? 조용히 처리하고 싶으니 100만 원을 입금해 주세요.
하지만 회사 정책에 따라
구더기 사진을 인터넷에 올려서 그냥 고생하지는 않을 겁니다. 회사에 피해를 주고 싶으신가요?
하지만 100만 원이 너무 많아요.
그럼 내일 기사에 나온 매장을 지켜보세요.
아니요. 일단은 입금해 드리겠습니다."
464,464,기타 괴롭힘 대화,"선배가 말하면 대답해야지
네, 선배
그가 말하기 전에 대답할 수 없니?
네, 선배
야, 야, 너는 창의적이지 않아서 대답하라고 하면 그냥 대답하는 거야?
네, 선배
김 팀장이 너희들과 일하고 있는데 내가 미칠 것 같아
아.
야, 야, 선배가 말하면 눈 깜빡거리고 미칠 것 같아
이제부터 조심할게"
465,465,직장 내 괴롭힘 대화,"야, 너, 매니저, 이리 와
야, 뭐야, 매니저?
빨리 하라고 한 적 없어
그냥 하는 거야
야, 빨리
미안해
사람이 무능할 수 있는 한계가 있어
미안해
잘하자, 잘하자
빨리 해줄게"
466,466,갈취 대화,"엄마, 힘들어. 그냥 300만원 보내주면 안 돼?
엄마, 지난주에도 100만원 보내줬잖아. 근데 갑자기 300만원?
그때 급하게 보상해야 했는데. 엄마가 그 100만원을 손도 대지 않고 보내줬어.
그래서 우리 둘이 매달 생활비랑 용돈 주는 거야. 왜 없는 돈 써서 힘들게 해?
내가 뭐야?! 너희 키우느라 청춘을 희생하고 고생 많이 했는데. 나이 먹고 나니까 하고 싶은 거 하고 싶은데 넌 정말 안 하냐?
내가 하는 말이 아니야. 엄마가 우리를 얼마나 힘들게 키웠는지 항상 고맙고 존경해. 하지만 엄마는 보상이 아니라 뭔가를 원해.
왜 이렇게 복잡해? 아무도 몰라. 내 생각이 뭔지 아무도 몰라. 네가 살고 싶은 대로 살아! 엄마가 없는 것처럼 살아!
Whew. 이럴 때마다 엄마가 정말 우리 엄마일까 싶어.
응! 이제 자식도 없으니 혼자 늙어가네. 늙으면 죽어야지. 너희들 키우는 거야. 아. 그만해!!
. 미안해, 엄마. 알았어. 줄게."
467,467,갈취 대화,"수연아, 화장품 예쁘네. 새로 샀어?
응, 아빠가 생일선물로 사줬어. 예쁘지 않아?
와, 예쁘네. 써보게.
아니, 다른 사람이 쓰는 건 좀 이상하지 않아?
아니, 잠깐 써보라고. 내가 더러워?
아니, 그냥 써보라고.
와, 이거 진짜 좋다. 하루 빌려줄게.
아니, 미안해, 빌리는 건 좀 이상해.
아니, 부탁하는 게 아니라 하루 빌려달라고 부탁하는 거야. 싫어? 너 정말 재밌어.
하루만."
468,468,협박 대화,"야, 여기서 뭐해? 아, 너도 여자친구 있어?
허? 아니. 지효야, 먼저 가. 빨리 돌아가.
어디 가는 거야? 틈새로 절대 빠져나올 수 없어. 도망가기 전에 잡아.
넌 나를 상대해야지, 무고한 사람을 건드리는 건 아니야.
약점이 있다면 나를 상대하기 더 쉽지 않겠어?
내 여자친구 건드리지 마. 어차피 틈새로 빠져나왔잖아. 내 말이 안 들린다면.
정말? 그럼 오늘 죽어.
죽이면 온 세상에 네 실수를 알려줄 거야. 지구 끝까지라도.
해낼 수 있는지 보자. 얘들아, 잡아.
물론이지.
왜 잡았는데 죽이려고 해?
물론이지, 오늘 오른팔을 잘라낼 거야. 아프더라도 참아."
