,idx,class,conversation
2018,2018,갈취 대화,야어제여자탈의실몰래아니야언제내가다봤어.어제2층여자탈의실앞에서.너학교에소문내버린다아니야제발그러지마근데너그옷좋아보인다?뭐?.이옷?.그래그옷한번비싸보인다아빠가사주신거야그럼소문내도상관없지?내일부터얼굴못들고해줄게안되는데.여기.몇번입고돌려줘
2019,2019,기타 괴롭힘 대화,맨날나따라해.왜나따라해.부탁이야.나진짜싫어.하지말라고.부탁이야.나하지말라고.얘가저진짜매일같이따라하고다녀요.정말이니?무엇을따라하는데?아까도왜따라하냐니까똑같이왜따라햐냐고너무힘들어요선생님.선생님제가왜따라해요.저아니에요.얘가저따라하지제가왜따라해요.둘이대화를좀어떨까?그게좋은같은데.네.
2020,2020,직장 내 괴롭힘 대화,무슨일있냐아뇨없는데요근데요즘왜그러는거야이따위로하고죄송합니다.아니간단한일하나제대로못하면어쩌겠다는거야잘잘?도대체머리라고달라고다니는건지.무슨말씀을그렇게그머리로이회사는어떻게들어온건지똑바로하라고네죄송합니다.
2021,2021,갈취 대화,그만만나자머무지쳤어나미치는꼴보고싶어서그래?죽어야너가정신차리지?정말너무그래잘못되면다너때문인줄알아.왜그러는거야.내가그냥하는말같아?나지금옥상이야.거길왜갔어.진정하고내려와.헤어지자는말취소해지금당장죽어버리기전에알겠어취소할게.그러니까옥상에서내려와.진작에그랬어야지
2022,2022,기타 괴롭힘 대화,너이름이김지호.얘생긴거장애인같네.응?응이라고아.아냐.아니긴뭐가아니야.내가잘못들은거냐?미안.진짜장애인맞네.아니야.너오늘부터내가마음에놈.미안해.넌큰일났다.장애인새끼야
2023,2023,협박 대화,돈왜안갚아.죽고싶어서환장했어?한달만더시간을주십쇼.지금그런지가몇번째야.오늘은돈을받아가려고온게아니야.너신체일부를온거야죄송합니다.죄송합니다.너무착해서너가지금까지안갚은게아닐까싶은데.이젠봐주지않아.어디를원해?손?눈?치아?죄송합니다.갚겠습니다.이런거까지너한테결정하라는건천사같지일단가져가기신체포기각서좀써야겠다.달에바로다갚을있어요!제발믿어주세요!아니절대못갚을거야.결정하지않으면손없이살게될줄알아.제발믿어주세요.부탁입니다.
2024,2024,협박 대화,너가잠을못자겠어다리를무슨소리에요몰라서소리야?죽고싶어서환장했어?전모르는일이에요내가칼을들고물어봐도모르겠다고대답할거야?진짜어떻게해요너계속발뺌하다간밤길조심하는게왜그러시는거에요각오해너희가족들도내손안에있으니까그러지마세요
2025,2025,갈취 대화,학생잠깐이리로와봐.왜부모들은어린애들한테도명품옷을사준다고진짜였군.제가옷을입든학생들은그재킷은오늘부로내거다.싫어요.생일선물로겨우받은옷이란말이에요.일을복잡하게꼴당하고.아뇨그치만정말아끼는옷인데봐주시면안될까요?좋아인심썼다.그옷대신50만원가져와봐..엄마한테문자할게요.
2026,2026,협박 대화,엄마란사람이나한테어떻게그렇게말해내가뭘그렇게엄마는한번도시원하게내편들어준적없어할말이많다나확자살해버리든지아니면뭐!너같은잘때칼로집에불질러버릴거야너그게엄마한테할소리니엄마가애잘못키웠지머그동안먹이고입혔구나
2027,2027,협박 대화,내가말했지.미안하다고했잖아.그딴식으로그만해더그러면진짜죽여버릴거야.아무도모르게그런말하지마.말이면다야?미안할짓을하지마그럼.알겠어.다내잘못이야응.니잘못이야.너를죽인다고해도.너무섭다.
2028,2028,갈취 대화,야너돈많이있어보이네네없어요왜그러세요시끄러보니고급진게돈많아보이네아니없다니깐요잔말말고내놔살려주세요뭐야이놈진짜로없네거지아니야완전제가말했잖아요저이제가도되죠안돼니옷이라도벗어죽기싫으면아니진짜
2029,2029,갈취 대화,아이동네숟가락은내꺼쓰는거알아몰라?냄새가난다고.손님들이말씀하셔서.손님.?아이니?야시발다무슨수저에서냄새가난다는거야?아.죄송해요.아줌마.나누군지이구역에서몰라?안되겠다.오늘장사접자?미안해요.제발그러지마요.다필요없고.돈이나무슨6개월째돈을못갚아?아.미안해요.남편이돈벌어서내일이면올꺼에요.무슨얼어죽을남편.그새는해외로튄거라고.죽고싶어?이거안되겠다.가게라도담보로아제발요.이러지
2030,2030,협박 대화,지금당장와좋은할때나지금집에있는데오라고너지금다른남자랑있잖아나지금집에혼자있는데무슨소리야?너캔모아술집에서다른남자랑술먹잖아무슨소리야?그걸오빠가어떻게알아지금내눈으로보고있어와오빠보다이사람이더너랑그남자둘다
2031,2031,직장 내 괴롭힘 대화,이런식으로일할거야?네무슨일이시죠?내가말한계획안하고있는거야?예?처음듣는얘기입니다.뭐그러면내가없는얘기지어냈어?하튼머리나쁜건알아줘야한다니까?죄송합니다그냥퇴사하는게다시시정하겠습니다.시정은무슨아무것도하지말고있어죄송합니다.이런일이없을겁니다.
2032,2032,기타 괴롭힘 대화,야넌왜맨날이상한화장해?그런다고남자애들이너안좋아해난남자애들한테잘보이려화장하는거아닌데.?그냥내가이런화장이좋아서.무슨소리니.남자한테많고싶어서의식하는주제에.얘기가여기서나와.아니.너그런화장하고다니는거.같이다니기도쪽팔려.얼굴로남자애들한테말거는거걔네가기분나빠하는거보여?나그런적없어.너혼자착각한거지.!뭔소리야.내가좋아하는군한테꼬리쳐서우리썸깨진거구만.역시뒤에서음침한짓하고다니고.우리이제그만얘기하자.얘기안끝났는데?너안너한테말해줘야너가정신차릴거아냐.하.
2033,2033,협박 대화,핵무기발사비밀번호를말해라나는절대핵무기발사비밀번호를알려줄수없다빨리말해라국가와국민을위해사람들의위해알려줄수없다빨리말하지않으면죽여버리겠다날죽인다고해도말할수없다그렇다면가족너의아내를죽여버리겠다안돼가족은가족만은건들이지마라가족들을살리고싶다면빨리말해라다시한번생각해다오.이게유출되면많은사람들이죽을것이다
2034,2034,직장 내 괴롭힘 대화,노대리네과장님.부르셨습니까?이머리꼬라지가네?제머리에있나요?일을못하면때안감고뭐하는거야!꼬질꼬질해가지고는.신경좀써!과장님요즘노대리집사람하고사이가안좋았다고합니다.그렇지.제대로건사하지못하는게회사일이라고똑부러지게하겠냐?죄송합니다.아침부터노대리꼬라지보니까기분이상하네.죄송합니다과장님.
2035,2035,갈취 대화,너이거뭐야?새로산아이패드야이쁘다이거나쓸게안돼뭐가안돼?그냥돌려줘.10년뒤에돌려줄게이거없으면아무것도빌리는것도안돼냐??돌려줘
2036,2036,갈취 대화,야마트가서좀사와.돈은요?아담에줄게.일단사와새끼야.저지금돈이없어요.너빌어서라도돈벌어서사와새끼야.죽기싫으면.빨리안나가?알겠어요.확진짜.짜증나게.빨리사와네담배도사와.네
2037,2037,협박 대화,야너뒤질래?평소대로행동하랬지?아.아니시팔이정도면평소보다더평소같다고근데왜쟤쓰게했어?어?여기가공중화장실이야?아니저단골이라고항상쓰는데못쓰게하면그게더이상하잖아야그냥죽이자쟤가분명입모양으로살려달라했어아니진짜안했다고정도면울고갈정도라고시이팔진짜로제대로해알았어?기회라고제발목숨만은저새끼마음에쟤나가고두고보자
2038,2038,기타 괴롭힘 대화,아!부딪혔으면해야지!미.미안생각해보니까열아까수있는데왜일부로그런거냐?미안하다고했잖아그니까미안하다고다냐고!내가어떻게해줄까점심시간까지우리다음에알려줄게.그냥여기서해결하면될까애들다보는앞에서맞고싶은거냐?알았어점심시간에갈게.
2039,2039,협박 대화,교도관님저진짜마약안돼요.딱한번아니제발.저진짜사는게사는아닙니다.이새끼가아직도정신을못차렸어?그.마약진짜구하기힘들었어요.들었는데요.애초에그거제거잖아요왜나라가도둑질해가요빨리돌려주세요.이게돌았나.그게니거면뭐구하기어려우면뭐어쩌라고!더씨게받아야정신차릴래?아이씨달라고!!!내거잖아!!빨리달라고!!!!내거잖아내놓으라고내놔나한테와저놈마약하더니진짜정신상태가온전치하네.야교도관너당장내약가지고와이칼이걸로어떻게거같아?앞으로다가오지마!야너왜그래당장그칼안내려놔?내려놔!!내가이칼보이지?내약안가져오면여기있는이재소자죽여버린다.다른사람목숨버릴거야?진짜된다고.빨리칼내려놔.그렇게난동부려서좋을거없잖아.지금까지조용히살아와놓고왜그래.내가없으면사는게사는게막이상한거도보이고너무힘들다고죽으면너무다른한명데리고갈게.내가마약주면그거불법이야.내가교도소에될수있다고.제발그내려놔.
2040,2040,기타 괴롭힘 대화,어저기발병신지나간다야발병신발불편하면집에나있어말이너무심하잖아.뭐가심해절뚝절뚝겁나놀리지마.야목발잠깐줘봐이러지마.줘봐아불편하네이딴걸왜하고다녀그냥걸어봐너없이못돌려줘.나그거없으면불편해.
2041,2041,협박 대화,내가찌를사람으로보여?찔러봐응?저기그칼좀놓고네?네친구살리고싶으면내가시키는대로알겠으니까칼좀걔한테서제발.닥치고내말이나들어!아알겠어요.제발.거기떨어진이쪽으로던져.이거요?여기.이제그들어가.하지만.채은이는.들어가!!!!네네알겠어요.들어갈게요
2042,2042,직장 내 괴롭힘 대화,수진씨이거일처리를이렇게해요?네?무슨부분때문인지수있나요?아니이거내가이이렇게고치라고말했잖아요!앗그부분은이렇게그렇게수정한것입니다.지금나한테거예요?팀장님이이렇게하라고했는데너가뭔데그러냐?아니요아니라.하됐어요.돌아가봐요.네.지방대를나와서일은잘하는같던데좀싸가지가없지않나?맞아싸가지도없지.다들립니다.수진얘기하는거아닌데요?하신말씀누가봐도제얘기였는데요.?과잉아니에요?수진씨그렇게봤는데되게웃긴다하.알겠습니다.
2043,2043,협박 대화,내아내를죽였어단순한실수였습니다제발목숨만은살려주세요실수?실수로남에파괴하고말한거야?그럼실수로너에아들을찔러도되겠네?제발제아들은모든그럼내딸과아내는죽은거야?제발제발한번만봐주세요죄값을치르겠습니다너도나랑같은받아야치르는거아니야?제발저만죽여주세요아니너는죽이지않아너에겐선택권을줄게아내와누굴죽일레?저는.
2044,2044,협박 대화,나이제이대로같이못살아.무슨일이야?이렇게거지같은더이상살기싫어.우리환경이어때서?맨날술마시고아무것도이발전생각을안하잖아.나중에잘된다고했잖아왜그래.또?내가널이렇게고생하느니그냥같이죽자.네가더미친거나지금미쳤어.그냥칼로찔러죽이고싶고지금모든상황이짜증나.진정해.진정?장난하니?너일로와죽여버리게.미안해.대화로풀자.
2045,2045,갈취 대화,야너얼마있냐?나돈없는데아씨있잖아얼른내놔아니없다고좋은말할때안내놔?어디서까불어내가너한테왜줘야오호라여기없어내가너가방뒤진다그러면더있는거진짜만원밖에없다고
2046,2046,기타 괴롭힘 대화,안녕하세요옷이작아서환불해주세요고객님옷에얼룩이있어서힘들것같습니다아니내가입은게아니고작다고요곤란할거같습니다아니야왜하지슬슬혈압오르네안입어봤다고작다고환불해줘!규정상어렵습니다왜이렇게융통성이없어그냥해달라고고객님죄송합니다일단진정하세요.진정?내가거짓말쟁이라는거야?죄송합니다이번에는환불도와드리겠습니다
2047,2047,갈취 대화,우와너돈나빌려주라.이거나학원비야.학원비?그거잃어버렸다고하고좀줘봐.어.?안돼.나그거오늘내야돼.야신사임당하나빠져도몰라.한장만줘봐.안돼.다시돌려주면되는거아니야.그냥좀빌려줘봐.그래도안돼.엄마한테혼나.야어차피몰라.알아차리면그땐다시돌려줄게그럼됐지?알았어.
2048,2048,직장 내 괴롭힘 대화,김부장짤릴꺼같다던데.?제발소문이맞기를빈다.까탈스러운게진짜꼰대그자체아니야?글면서지가미혼은아니라데?그래봤자노처녀지.최대리뭐하고있어?준비하자.네부장님.진짜지얘기하는건귀신같이눈치챈다니까?저부장님.어제버락오바마연설거기부장님이비슷하더라구요?내가?대통령이랑?그럼요.'버락'하시는게!!!똑같아요!!!농담인거아시죠?설마화난거아니시죠?웃지고한소리예요그그래.
2049,2049,갈취 대화,애누나가지금너무더운데물사먹을돈이없네?너손에든음료수아니면물사줄래?저.저도돈없어요그럼음료수나를줘그럼편하잖아아.저도목마른데어린애가따박따박말대꾸하기는너는예의도없니?하.하지만.하지만이야너이렇게예의없이다니는거얼굴에먹칠하는거야.얼른누나한테음료수줘
2050,2050,직장 내 괴롭힘 대화,이대리.치마가너무짧아?길이정도면단정하다고생각했는데요.아니그게무슨소리야.그러다가남자직원들한테속옷보이겠다.말을너무심하게하시네요.전혀안그래요.저번에피어싱뚫을때부터알아봤어야하는데.여자가못해.그건제스타일이니까참견하지마세요.분위기를흐리고다니니까그렇지.선배가하는말은좀약이다하고받아들여.왜제가다선배가원하는맞춰야하는데요?계속삐죽삐죽하게받아들이는좀봐.저러니까남자친구랑헤어지지.좀하세요!
2051,2051,갈취 대화,돼지저금통에돈왜?나돈이조금급해서없어저금통주라그건금방갚을께오래모은거라안되정말서운하게이럴래?이번만주께
2052,2052,직장 내 괴롭힘 대화,한재씨내일뭐해요저아무일도그럼내일제업무좀도와줄있나요?네?제가그걸왜하죠?한번만해주시죠.안될것같아요재가아니고지옥같은회사생활하고싶으세요?아니그건아니죠죄송한데그건못할것같습니다
2053,2053,협박 대화,민우야엄마사랑하니?사랑하죠.그럼혹시민우가엄마좀도와줄수있어?네!도와드리면될까요?민우가엄마를도와주려면민우가조금아플거야.그래도이게다우리를위한거니까참아줄꺼지?.아파야한다구요?국가에서민우가조금아파야도와준다고민우는아픈데가없으니까그치만.아프고싶지않아요.눈딱감고여기손가락한번만아프면괜찮아.참을수있지?엄마저못해요.하고강제로할있어
2054,2054,협박 대화,야너죽을래?아니요살려주세요.그러게왜나쁘게해.이걸로넌죽었다.제발내려두세요.너가뭔데내려두라제발내려두세요.싫어.목숨만은살려주세요.해봐.죽은목숨이다.죽긴싫어요.살려주세요!
2055,2055,직장 내 괴롭힘 대화,소미연씨?지금뭐해요?아.저차트정리하고있습니다.오늘차트정리할거많아요?아닙니다.다른일아그럼나가서이좀보내줄래요?내가아침에보냈어야했는데깜빡했네.네?지금보내야지.언제하려구요?그걸제가해야일인가요?그럼누굴시켜요?이런일미연씨잖아일단미연씨돈으로처리하고나한테얘기해요.지금요저.제가하고있던일도있는데.미연씨월급어디서나오는돈인데지금내말을안듣겠다는거에요?하하웃기네.
2056,2056,기타 괴롭힘 대화,이것도못푸냐?너무어려운데낮어서그럼말이너무한거아니냐?솔직히맞잖아아이큐면서아니그래도이것도다유전이야부모님욕까지하네이게세포분열잘못한니잘못도있지진짜말함부로하네
2057,2057,갈취 대화,야어제비더라?미안.용돈많이못받아서.그래도다가지고왔어.야집도잘사는주제에왜이렇게짜?아냐우리집.살아야느그집못살면우리집은쌉거지라는거냐?아.아니그런뜻이아니라진짜로돈이별로나도엄마한테부탁드려야그럼이왕더부탁드려존나쪼잔하게이거가지고뭘하냐?아.더필요한데.?오만원씩더가져와미안.구해볼게
2058,2058,직장 내 괴롭힘 대화,하.이게최선이야?네?다른부장님들은하셨는데.이새끼이거대학도별로안좋은데뽑아줬구만그거랑상관인지.은혜를원수로너가월급다축내는거야.하지만다른부장님들은다좋다고하셨어요!그게뭔상관이야!나한테대드는거야?아아니.나는싫다는데뭐어쩔거야!!그래도.썩꺼지고
2059,2059,기타 괴롭힘 대화,지적장애너나지적장애라고놀렸어그럼정신지체라고부를까?어차피그거잖아뚱뚱한돼지잖아정신지체는불치병이잖아약도없어그래나지적장애야교통비공짜인장애인교통카드도나라에서발급해줬다.그거돈못버니까거야둘다그만해맨날싸우면되니나는왜장애인일까정상인너도장애싫다면서장애혜택은다받잖아필요할때는복지카드로소주도
2060,2060,직장 내 괴롭힘 대화,유주임.이리와봐네.과장님.너는일을한지2년이지났는데아직도내역서를이렇게작성해??과장님께서말씀하신대로작성을했는데.뭐?언제이렇게하라고했어.지금아닙니다.죄송합니다.정말가지가지한다.오늘까지다시작성해.과장님.왜못하겠어?이것도못하면대체게뭐야?작성해서메일로보내겠습니다.
2061,2061,기타 괴롭힘 대화,너성형할응?아니그냥눈코만고치면이쁠거같아서아그래.?응얼굴형은이쁜거눈코가좀.별로라그렇게.많이응응아근데그거고친다고엄청이쁠거같지는않고.어?그냥봐줄만한정도?근데알아?나는이쁜애들이랑만친구하는성격이라아.그렇구나
2062,2062,직장 내 괴롭힘 대화,우리가그쪽이랑얘기를좀해봤는데.꼭본청에있어야겠어?또갈때가없다면모를까.그치.한주임.한주임은일선에서뛰는게딱이에요.수사해야지.말만내가국장님한테말씀드려서용산서로보내줄게.나는두사람이가든왜둘은날상관할까요?아니까놓고말해서이짓을어느부서에서든환영받을것같나?한주임.몰라?예지력이라도있으신가.이하기전부터견제했잖아요?혹시출세할까봐생각해서말해주는듣지나중에내팀원돼서울지나마.하유치해.
2063,2063,갈취 대화,어머어머스카프이쁘다너남자친구가사줬어우와능력있는남자친구가이런것도사주고아.고마워고맙긴한번해봐도돼?와나한테도잘어울리네?물건이고급스러우니까응.나이거다녀도되니??응???좀아왜너는남자친구가이런거자주사주잖아오늘만차고돌려줄게나간다
2064,2064,기타 괴롭힘 대화,야너왜안왔냐아.몸이좀안좋았어서.뭐?너나한테또혼날까봐안왔지?.내가어제때문에쌤한테불려가서혼났다고너가꼬질렀냐?나.?나아니야.너나아니라니까.이새끼가어디서말대답이야?안되겠다너좀따라와라아.어.
2065,2065,협박 대화,문안잡아줘서다친거라면앞사람이잘못한거아닌가요?잉?왜태클건게아니고.내말한겁니다너가뭔데왜그렇게말해?전그렇게생각한다고만했는데왜이랗게까칠하게너도치아다털리고싶냐?시비걸지마!아니이렇게까지할일인가요?깝치는거냐?덤벼봐왜이러세요.내함부로토달지마손가락잘라버릴테니!
2066,2066,협박 대화,빨리먹어이게어디서좋은말로먹어..빨리빨리안해?앞으로아무것도못먹게만들어줘?죄송합니다.지금스스로안먹으면내가억지로먹일거야.내가널살릴지죽일지는장담못해네.여기서바로죽인다!!
2067,2067,기타 괴롭힘 대화,내가쟤랑왜같은조냐고좀어차피쟤가다해줄걸?그런가?조사해야하는데금요일까지해줄수내가?이걸하는데우리같은해야지.같은빡치는데내가이것도하라고?수행평가잖아.그래서나보고어?하라고?아니야내가할게
2068,2068,기타 괴롭힘 대화,오김부자오늘개쎅쒸아꺼져와옷지린다누굴꼬시려고아꺼져진짜야오늘진짜개존예다니가별론데오늘정도면사귈수있을듯저게미쳤나동태눈깔로그만좀쳐다봐소름끼쳐보라고그렇게입은거아니야?보여주려고헐벗은거아니냐?너그거성희롱이야성희롱?존나못생긴게좀띄워주니까겁나비싸게구네말을섞지말자
2069,2069,갈취 대화,손님손님다왔습니다깜빡잠들었네요4만원이요15분거리가사만원이요?네말도안돼요미터기보여주세요보세요.미터기세상에못드려요아가씨차가막혀서돌아오느라그랬어블랙박스보던가주기싫으면절도죄로신고할라네.하.어제도탔는데이정도안나왔어요그날그날도로사정이다르니까안그요?
2070,2070,갈취 대화,안녕하세요제가아는분인가요오늘부터알게될거야.지갑줘봐무슨이에요?지갑을왜요?말귀못알아듣네줄생각없어요저기봐.나혼자아니야.영리하게없어요조금가면기있어.같이안돼요.
2071,2071,갈취 대화,얘야여기와봐봐네저요?그래언니가필요한게도와줄수있어?네??저학원가봐야하는데요말귀를못알아듣네저가야돼요무서워요아니내가너를때린대?그냥있는좀달라구없어요너주머니까봐있으면보자이건버스비예요보내주세요
2072,2072,갈취 대화,저기맞는가?네맞는데요혹시수정보에입력이안되어있어서요.혹시신규아니고.나알지?게아니고이번사무실새로만드는데인력좀보내라.아네!몇명정도필요하신가요?혹시몇평인지알수있을까요?65평음.최대한빠르게해야하니까20명정도좋겠네.아20명정도필요하시면.1500만원정도내시면될거같아요.요즘인력이많이비싸서요.야우정이있는데뭔1500만원이야그냥보내줘.네20명을요.?그럼가격을좀더깍아드리는걸로하면어떨까요.?야그냥공짜로해달라고공짜몰라?나한테그돈게아깝냐?내가이번만부탁할거아니니까그냥이번만공짜로해줘.네알겠습니다.
2073,2073,협박 대화,아줌마.내가아침에세탁기작작돌리라고했잖아.이번엔내가한거아니에요.나안돌렸어요.내가아줌마때문에못존나열받게.아니내가한거아니라니까.그리고어른한테말버릇이그게뭐야?뭐야?너지금나한테뭐야라고했냐?그래뭐야라고했다왜.어디서한참어린것이.아줌마진짜죽고싶어?아침부터존나하네.너만빡치니?나도나빠!!진짜아침부터생사람이게무슨짓이야?시발아줌마진짜잠깐만기다려진짜죽여버릴거니까.그래죽여라죽여.어디죽여보든가.
2074,2074,기타 괴롭힘 대화,님그호텔좋아요?신고했어요안될텐데?나아이피추적도안돼요이러세요진짜에이관심이지관심.어디서뭐하는지늘궁금하면그만하세요.왜요.막상나없으면허전할걸?.왜괴롭히는건데요괴롭히다니.같이놀자는건데.어떻게하면그만할거에요?3일전에북촌동에서먹은곱창전골나랑도먹어주면생각해볼게요.
2075,2075,직장 내 괴롭힘 대화,이런말오해없이들어네부장님정과장은회장님옆에서있는시람이니네머리긴머리치렁치렁하니까커트해묶고다니는데요토달지말고거슬리니까잘라
2076,2076,직장 내 괴롭힘 대화,점심시간이네요.밥먹으러갑시다.오늘은국밥먹을까?오늘은이야.매일국밥이면서.저는국밥미안.오늘우리끼리중요하게얘기가씨는같이못가겠네.오늘.도요?오늘도요야.저번에밥먹은적있잖아.한전.우리끼리중요하게할말이있어서어쩔수가없네.우리갈게.씨혼자점심먹고와.
2077,2077,직장 내 괴롭힘 대화,야이것좀만들어이건선배일인데요나때는시키지않아도미리미리다했어제일도못끝냈어요야근해서라도해줘부모님생신이라일찍가야해요신입이오늘은진짜일찍가야해요선배가퇴근을못하는데니가먼저해?죄송합니다
2078,2078,직장 내 괴롭힘 대화,야대리이보고서썼지?아.예머리는징식이냐?무슨이보고서오타와실수때문에.내가깨졌다고.당신의바보같은모두욕을먹었잖아.죄송합니다될일이아니라고!시말서써와정말죄송합니다꺼져꼴보기싫어네
2079,2079,직장 내 괴롭힘 대화,현우야오늘퇴근하고대리님저집에갈거같습니다오늘회식한번가자같이죄송합니다.오늘선약이이새낀맨날빼오늘빼면넌뒤지는거야대리님하루만.그딴거필요없고끝이야어쩔수없을거같습니다죄송합니다
2080,2080,직장 내 괴롭힘 대화,휴가신청했나?네과장님접대해야하니까휴가다음에가지?네?저번에도휴가못가서이번엔좀곤란한데김대리도알잖아워낙중요한내가출장을갈일이생겨서김대리가꼭맡아줘야겠어아출장가세요?건이니김대리꼭부탁해아내가좀바빠서김대리휴가는다음에가도록!네
2081,2081,직장 내 괴롭힘 대화,대리자네생각해서말인데네부장님업무를하는같아뭐가잘못되었나요?음.그게아니라프로젝트가날좀도와서해야되지아이기자프로젝트요?그래부장님이맡았다고덥썩있으면되겠나?아.아닙니다.그럼얼른자료좀찾아오게네알겠습니다부장님
2082,2082,협박 대화,이게지금뭐하는짓이야나한테협박을해?내가분명말했을텐데.한번만더주둥이놀렸다간너도네가족들도다거라고.나나라대통령이야.니까짓게수있을것같아?어차피나한테미래란없어그냥너죽여버리고감옥가지뭐원하는게뭔가?이제야말이통하는군.현금10억과내가해외로갈수있도록전용기를준비해.3시간준다.3시간?그렇게짧은시간안에어떻게하나?그럼어떡할까내있는부하가가족들다데리고있다는데.사태파악이안되나본데네가정녕가족들이한명씩죽는봐야네가정신차릴거야?알았네.허튼부리면그냥다걸로알겠어.알았네.조금만
2083,2083,갈취 대화,거기저요?그래교복입은너왜그러시는대요?이리올래?내가갈까?왜그러시는데요.저학원가야해요.지금돈있는거다살돈이에요.좋게말할때돈내놔돈드릴테니까때리지마세요.
2084,2084,갈취 대화,현우야나7만원만빌려주라동우야저번에도10만원빌렸잖아야현우야그것도못주냐이제없어하나도이새끼가말로하니까안통하네내노라고이새끼오랜만에교육좀받아야겟다애.들아!!미안해봐줘그럼가지고있는거다내놔여기새끼가줄꺼면서
2085,2085,갈취 대화,내유에스비어디있어내놔이새끼들아!아이고묶여계신데도힘이장사시네.얘들아꽉네형님너네대체누구야.유에스비어쨌어.맨입으로그걸말하면너네가원하는게뭔데그게뭔줄은알아?우릴바보로아는거야?원하는게대체나회장이준목걸이.그거랑바꾸자고니네가그걸어떻게
2086,2086,갈취 대화,안녕?우리어디서봤지?누구세요?엥나몰라?그럼지갑내놔봐.저돈없어요.지랄말고내놔.죽을래?안돼요.이새끼죽고싶냐진짜?부탁이에요그만해주세요둘셋그래그래꺼져라주세요부탁이에요.
2087,2087,직장 내 괴롭힘 대화,영희씨는이렇게못하나?네?지난번양식이랑똑같이작성한건데요.사람이발전이없어.발전이아.죄송합니다.다시수정하겠습니다.표정이왜내가못할말했나?아닙니다.그럼표정좀풀지?상사죄송해요.놀래서표정이잠깐굳어진것입니다.가봐내가좀손보고낼테니까.요즘애들은쯧.네.알겠습니다.
2088,2088,갈취 대화,아저씨내가보낸계좌로300만원만입금해요.제발부탁이야.나한테지금그런큰돈이없어.이걸제발.한번만봐줘.그럼딸뻘어린그런사진이나보낸걸알려야하나.제발와이프한테만은.그럼3일안으로계좌로300만원입금해요.안그럼이사진다퍼뜨릴꺼니까..알았어.구해볼게.
2089,2089,기타 괴롭힘 대화,너왜그렇게웃어?어?나.나웃는게이.이상해?어이상해장애인같애.어?뭐.뭐가이상한데?말은또왤케그것도장애같애내가어렸을때좀아파서얼굴근육이아뭐야찐애자네저거그렇게말하지마뫌화쥐먜아장애인새끼언제그렇게말했어
2090,2090,직장 내 괴롭힘 대화,저기아네대표님!혹시주말에돼?네?무슨일로그러세요?아내가이번주에다른가야하는데.네네차가말이야아?안되서죄송합니다.뭐?차가고장났다는데너무매정한거아니야?너감히대표말을거절해.죄송합니다.
2091,2091,협박 대화,너뭐야여기서담배피면안되지너뭐냐고.조용히지나가지?교복입고있는거보니까고등학생아니야?꼰대야?뭔데난어른이니까아이를바른길로인도해야돼어른이고뭐고꺼져어서꺼당장안꺼지면진짜죽여버리는수가있어뭐??이자식이!
2092,2092,갈취 대화,오빠나좀빌려줘돈빌려달래무슨친구아니좀빌려줘얼마200만원왜돈을나한테빌려아니왜냐고그냥빌려주기싫다고말어싫어그래그럼그렇게해오빠비밀은나도책임질없고아너왜그래그럼말던지
2093,2093,직장 내 괴롭힘 대화,어우김선생좀봐하고왔는데도얼굴이저꼬라지네못봐주겠다진짜저인간은직장내따돌림을당하는이유가있어머리저꼬불거리는거잡아당겨볼까요?정선생진짜근데나도해보고싶네간식으로피자왔대요1인1콜라인가보네김선생은안먹어도되지?어.엥?김선생거울좀보고와지금도얼굴다탄산먹으면살많이찌잖아그냥저기생수먹어네.근데머리샵에서한거야?그정도면유명한샵에서한건데별로에요선배?응머리다시빨리하고와
2094,2094,기타 괴롭힘 대화,아냄새.응?무슨냄새????오빠.발냄새너무심한데아그래.?미안해일하다와서하다온건알겠는데.그래도좀.냄새가너무심하다.좀양말이라도갈아신던가하지냄새가심해서입맛떨어진다무슨말을그렇게해.맞잖아그건날배려안한거잖아어느정도면참겠는데아으.못너무냄새난다
2095,2095,갈취 대화,너이어폰새로샀냐응우리형이사줬어줘봐내꺼랑바꿔무슨소리야내껀데내놔이제부터이건내꺼야자이거내꺼써그럼됐지이거가지고꺼져이건오래된거잖아어서내꺼돌려줘한번만더까불면조용히너정말못됐구나연약한놈어서꺼져
2096,2096,직장 내 괴롭힘 대화,정현씨어디갔다와요?다녀왔습니다.왜안하고가요?저번에말했는데?팀장님화장실보고하는건좀같습니다.왜요?뭐가?말로하면민망할것같아서회사메신저로말하라고했잖아요.업무중에자리를제가사적인일로것도아니고화장실로매번보고하는게인권침해라고생각합니다.얼마나많은배려를해줬는데그렇게말하면섭섭하죠앞으로오가는하지않겠습니다.정현씨책상이계속거기있을지는그래도하지않겠습니다.
2097,2097,갈취 대화,이때까지돈가져와그만큼돈없어없으면빌리던지누구한테빌려친구없으면훔쳐서라도가져와싫어.니다소문내도돼?그것만은제발잘해라?미안해
2098,2098,협박 대화,그동안네놈생각에매일밤잠을잘수가없었어내몸을쓰다듬던그끔찍한손길이마치애벌레처럼온몸을기어다니며나를갉아먹는것너.누구야?내가누구냐고?내가누구인지조차여긴어디야날자똑똑히봐즐겼던여자들중날자비를베풀어주지그때의나를말해그렇지못하면손가락이하나씩잘려나갈거야모.모르겠어기억이.기억나게해줄께네손은날기억하겠지이걸아악!!안돼!자1분을줄께쓰레기같은기억력도쓰레기려나
